batch,acc,data
0,0.70000000,0
1,0.73333333,4
1363,0.73333333,8
1364,0.73333333,12
1365,0.73333333,16
1366,0.73333333,20
1367,0.73333333,24
1368,0.73333333,28
1369,0.73333333,32
1370,0.73333333,36
1371,0.73333333,40
1372,0.73333333,44
1373,0.73333333,48
1374,0.73333333,52
1375,0.73333333,56
1376,0.73333333,60
1377,0.73333333,64
1378,0.73333333,68
1379,0.73333333,72
1380,0.73333333,76
1381,0.73333333,80
1382,0.73333333,84
1383,0.73333333,88
1384,0.73333333,92
1386,0.73333333,96
1387,0.73333333,100
1388,0.73333333,104
1389,0.73333333,108
1390,0.73333333,112
1391,0.73333333,116
1392,0.73333333,120
1393,0.73333333,124
1394,0.73333333,128
1395,0.73333333,132
1396,0.73333333,136
1397,0.73333333,140
1398,0.73333333,144
1399,0.73333333,148
1400,0.73333333,152
1401,0.73333333,156
1402,0.73333333,160
1403,0.73333333,164
1405,0.73333333,168
1406,0.73333333,172
1407,0.73333333,176
1408,0.73333333,180
1409,0.73333333,184
1410,0.73333333,188
1411,0.73333333,192
1412,0.73333333,196
1413,0.73333333,200
1414,0.73333333,204
1415,0.73333333,208
1416,0.73333333,212
1417,0.73333333,216
1418,0.73333333,220
1419,0.73333333,224
1420,0.73333333,228
1421,0.73333333,232
1422,0.73333333,236
1425,0.73333333,240
1426,0.73333333,244
1427,0.73333333,248
1428,0.73333333,252
1429,0.73333333,256
1430,0.73333333,260
1431,0.73333333,264
1432,0.73333333,268
1434,0.73333333,272
1435,0.73333333,276
1436,0.73333333,280
1437,0.73333333,284
1438,0.73333333,288
1439,0.73333333,292
1440,0.73333333,296
1441,0.73333333,300
1442,0.73333333,304
1443,0.73333333,308
1444,0.73333333,312
1445,0.73333333,316
1446,0.73333333,320
1447,0.73333333,324
1448,0.73333333,328
1449,0.73333333,332
1450,0.73333333,336
1451,0.73333333,340
1452,0.73333333,344
1453,0.73333333,348
1454,0.73333333,352
1455,0.73333333,356
1456,0.73333333,360
1457,0.73333333,364
1458,0.73333333,368
1459,0.73333333,372
1460,0.73333333,376
1461,0.73333333,380
1467,0.73333333,384
1468,0.73333333,388
1469,0.73333333,392
1470,0.73333333,396
1471,0.73333333,400
1472,0.73333333,404
1473,0.73333333,408
1474,0.73333333,412
1475,0.73333333,416
1476,0.73333333,420
1477,0.73333333,424
1478,0.73333333,428
1479,0.73333333,432
1480,0.73333333,436
1481,0.73333333,440
1482,0.73333333,444
1483,0.73333333,448
1484,0.73333333,452
1485,0.73333333,456
1486,0.73333333,460
1487,0.73333333,464
1488,0.73333333,468
1490,0.73333333,472
1491,0.73333333,476
1492,0.73333333,480
1493,0.73333333,484
1494,0.73333333,488
1495,0.73333333,492
1496,0.73333333,496
1497,0.73333333,500
1498,0.73333333,504
1499,0.73333333,508
1500,0.73333333,512
1501,0.73333333,516
1502,0.73333333,520
1503,0.73333333,524
1504,0.73333333,528
1505,0.73333333,532
1506,0.73333333,536
1507,0.73333333,540
1508,0.73333333,544
1509,0.73333333,548
1510,0.73333333,552
1511,0.73333333,556
1512,0.73333333,560
1513,0.73333333,564
1514,0.73333333,568
1515,0.73333333,572
1516,0.73333333,576
1517,0.73333333,580
1518,0.73333333,584
1519,0.73333333,588
1520,0.73333333,592
1521,0.73333333,596
1522,0.73333333,600
1523,0.73333333,604
1524,0.73333333,608
1525,0.73333333,612
1526,0.73333333,616
1527,0.73333333,620
1528,0.73333333,624
1529,0.73333333,628
1530,0.73333333,632
1531,0.73333333,636
1532,0.73333333,640
1533,0.73333333,644
1534,0.73333333,648
1535,0.73333333,652
1536,0.73333333,656
1537,0.73333333,660
1538,0.73333333,664
1539,0.73333333,668
1540,0.73333333,672
1541,0.73333333,676
1543,0.73333333,680
1544,0.73333333,684
1545,0.73333333,688
1546,0.73333333,692
1547,0.73333333,696
1548,0.73333333,700
1549,0.73333333,704
1550,0.73333333,708
1551,0.73333333,712
1552,0.73333333,716
1553,0.73333333,720
1554,0.73333333,724
1555,0.73333333,728
1556,0.73333333,732
1557,0.73333333,736
1558,0.73333333,740
1559,0.73333333,744
1560,0.73333333,748
1561,0.73333333,752
1562,0.73333333,756
1563,0.73333333,760
1564,0.73333333,764
1565,0.73333333,768
1566,0.73333333,772
1567,0.73333333,776
1568,0.73333333,780
1569,0.73333333,784
1570,0.73333333,788
1571,0.73333333,792
1572,0.73333333,796
1573,0.73333333,800
1574,0.73333333,804
1575,0.73333333,808
1576,0.73333333,812
1577,0.73333333,816
1578,0.73333333,820
1579,0.73333333,824
1580,0.73333333,828
1581,0.73333333,832
1582,0.73333333,836
1583,0.73333333,840
1584,0.73333333,844
1585,0.73333333,848
1586,0.73333333,852
1587,0.73333333,856
1588,0.73333333,860
1589,0.73333333,864
1590,0.73333333,868
1591,0.73333333,872
1592,0.73333333,876
1593,0.73333333,880
1594,0.73333333,884
1595,0.73333333,888
1596,0.73333333,892
1597,0.73333333,896
1598,0.73333333,900
1599,0.73333333,904
1600,0.73333333,908
1601,0.73333333,912
1602,0.73333333,916
1603,0.73333333,920
1604,0.73333333,924
1605,0.73333333,928
1606,0.73333333,932
1607,0.73333333,936
1608,0.73333333,940
1609,0.73333333,944
1610,0.73333333,948
1611,0.73333333,952
1612,0.73333333,956
1613,0.73333333,960
1614,0.73333333,964
1615,0.73333333,968
1616,0.73333333,972
1617,0.73333333,976
1618,0.73333333,980
1619,0.73333333,984
1620,0.73333333,988
1621,0.73333333,992
1622,0.73333333,996
1623,0.73333333,1000
1624,0.73333333,1004
1625,0.73333333,1008
1626,0.73333333,1012
1627,0.73333333,1016
1628,0.73333333,1020
1629,0.73333333,1024
1630,0.73333333,1028
1631,0.73333333,1032
1632,0.73333333,1036
1633,0.73333333,1040
1634,0.73333333,1044
1635,0.73333333,1048
1636,0.73333333,1052
1637,0.73333333,1056
1638,0.73333333,1060
1639,0.73333333,1064
1640,0.73333333,1068
1641,0.73333333,1072
1642,0.73333333,1076
1643,0.73333333,1080
1644,0.73333333,1084
1645,0.73333333,1088
1646,0.73333333,1092
1647,0.73333333,1096
1648,0.73333333,1100
1649,0.73333333,1104
1650,0.73333333,1108
