batch,acc,data
0,0.66666667,0
1,0.73333333,16
341,0.73333333,32
342,0.73333333,48
343,0.73333333,64
344,0.76666667,80
345,0.76666667,96
347,0.76666667,112
348,0.76666667,128
350,0.76666667,144
357,0.76666667,160
358,0.76666667,176
359,0.76666667,192
361,0.76666667,208
362,0.76666667,224
363,0.76666667,240
364,0.76666667,256
365,0.76666667,272
366,0.76666667,288
367,0.76666667,304
368,0.76666667,320
369,0.76666667,336
370,0.76666667,352
371,0.76666667,368
372,0.76666667,384
374,0.76666667,400
375,0.76666667,416
377,0.76666667,432
378,0.76666667,448
379,0.76666667,464
380,0.76666667,480
381,0.76666667,496
382,0.76666667,512
383,0.76666667,528
384,0.76666667,544
385,0.76666667,560
386,0.76666667,576
387,0.76666667,592
388,0.76666667,608
389,0.76666667,624
390,0.76666667,640
391,0.76666667,656
392,0.76666667,672
393,0.76666667,688
394,0.76666667,704
395,0.76666667,720
396,0.76666667,736
397,0.76666667,752
398,0.76666667,768
