batch,acc,data
0,0.66666667,0
1,0.73333333,8
683,0.73333333,16
692,0.73333333,24
693,0.73333333,32
694,0.73333333,40
697,0.73333333,48
698,0.73333333,56
699,0.73333333,64
700,0.73333333,72
702,0.73333333,80
705,0.73333333,88
706,0.73333333,96
707,0.73333333,104
710,0.73333333,112
711,0.73333333,120
712,0.76666667,128
714,0.76666667,136
716,0.76666667,144
718,0.76666667,152
719,0.76666667,160
722,0.76666667,168
724,0.76666667,176
725,0.76666667,184
726,0.76666667,192
727,0.76666667,200
728,0.76666667,208
729,0.76666667,216
730,0.76666667,224
732,0.76666667,232
733,0.76666667,240
734,0.76666667,248
735,0.76666667,256
739,0.76666667,264
740,0.76666667,272
741,0.76666667,280
742,0.76666667,288
745,0.76666667,296
746,0.76666667,304
747,0.76666667,312
751,0.76666667,320
753,0.76666667,328
754,0.76666667,336
755,0.76666667,344
756,0.76666667,352
757,0.76666667,360
758,0.76666667,368
759,0.76666667,376
760,0.76666667,384
761,0.76666667,392
762,0.76666667,400
763,0.76666667,408
768,0.76666667,416
769,0.76666667,424
770,0.76666667,432
772,0.76666667,440
773,0.76666667,448
774,0.76666667,456
775,0.76666667,464
776,0.76666667,472
777,0.76666667,480
778,0.76666667,488
779,0.76666667,496
780,0.76666667,504
781,0.76666667,512
782,0.76666667,520
783,0.76666667,528
784,0.76666667,536
785,0.76666667,544
786,0.76666667,552
787,0.76666667,560
788,0.76666667,568
789,0.76666667,576
790,0.76666667,584
791,0.76666667,592
792,0.76666667,600
793,0.76666667,608
794,0.76666667,616
795,0.76666667,624
796,0.76666667,632
797,0.76666667,640
798,0.76666667,648
799,0.76666667,656
800,0.76666667,664
801,0.76666667,672
802,0.76666667,680
804,0.76666667,688
805,0.76666667,696
806,0.76666667,704
807,0.76666667,712
808,0.76666667,720
809,0.76666667,728
810,0.76666667,736
811,0.76666667,744
812,0.76666667,752
813,0.76666667,760
814,0.76666667,768
815,0.76666667,776
816,0.76666667,784
817,0.76666667,792
818,0.76666667,800
819,0.76666667,808
820,0.76666667,816
821,0.76666667,824
822,0.76666667,832
823,0.76666667,840
824,0.76666667,848
825,0.76666667,856
826,0.76666667,864
827,0.76666667,872
828,0.76666667,880
829,0.76666667,888
830,0.76666667,896
831,0.76666667,904
832,0.76666667,912
833,0.76666667,920
834,0.76666667,928
835,0.76666667,936
836,0.76666667,944
837,0.76666667,952
838,0.76666667,960
839,0.76666667,968
840,0.76666667,976
841,0.76666667,984
842,0.76666667,992
843,0.76666667,1000
844,0.76666667,1008
845,0.76666667,1016
846,0.76666667,1024
847,0.76666667,1032
848,0.76666667,1040
849,0.76666667,1048
850,0.76666667,1056
851,0.76666667,1064
852,0.76666667,1072
853,0.76666667,1080
854,0.76666667,1088
855,0.76666667,1096
856,0.76666667,1104
857,0.76666667,1112
858,0.76666667,1120
859,0.76666667,1128
860,0.76666667,1136
861,0.76666667,1144
862,0.76666667,1152
863,0.76666667,1160
864,0.76666667,1168
865,0.76666667,1176
866,0.76666667,1184
867,0.76666667,1192
868,0.76666667,1200
869,0.76666667,1208
870,0.76666667,1216
871,0.76666667,1224
872,0.76666667,1232
873,0.76666667,1240
874,0.76666667,1248
875,0.76666667,1256
876,0.76666667,1264
877,0.76666667,1272
878,0.76666667,1280
879,0.76666667,1288
880,0.76666667,1296
881,0.76666667,1304
882,0.76666667,1312
883,0.76666667,1320
884,0.76666667,1328
885,0.76666667,1336
886,0.76666667,1344
887,0.76666667,1352
888,0.76666667,1360
889,0.76666667,1368
890,0.76666667,1376
891,0.76666667,1384
892,0.76666667,1392
893,0.76666667,1400
894,0.76666667,1408
895,0.76666667,1416
896,0.76666667,1424
897,0.76666667,1432
898,0.76666667,1440
899,0.76666667,1448
900,0.76666667,1456
901,0.76666667,1464
902,0.76666667,1472
904,0.76666667,1480
905,0.76666667,1488
906,0.76666667,1496
907,0.76666667,1504
908,0.76666667,1512
909,0.76666667,1520
910,0.76666667,1528
911,0.76666667,1536
912,0.76666667,1544
913,0.76666667,1552
914,0.76666667,1560
915,0.76666667,1568
916,0.76666667,1576
917,0.76666667,1584
918,0.76666667,1592
919,0.76666667,1600
920,0.76666667,1608
921,0.76666667,1616
922,0.76666667,1624
923,0.76666667,1632
924,0.76666667,1640
925,0.76666667,1648
926,0.76666667,1656
927,0.76666667,1664
928,0.76666667,1672
929,0.76666667,1680
930,0.76666667,1688
931,0.76666667,1696
932,0.76666667,1704
933,0.76666667,1712
934,0.76666667,1720
