batch,acc,data
0,0.70000000,0
1,0.73333333,8
682,0.73333333,16
683,0.73333333,24
684,0.73333333,32
685,0.73333333,40
686,0.73333333,48
687,0.73333333,56
688,0.73333333,64
689,0.73333333,72
690,0.73333333,80
691,0.73333333,88
692,0.73333333,96
693,0.73333333,104
694,0.73333333,112
695,0.73333333,120
696,0.73333333,128
697,0.73333333,136
698,0.73333333,144
699,0.73333333,152
700,0.73333333,160
701,0.73333333,168
702,0.73333333,176
703,0.73333333,184
704,0.73333333,192
705,0.73333333,200
706,0.73333333,208
707,0.73333333,216
708,0.73333333,224
709,0.73333333,232
710,0.73333333,240
711,0.73333333,248
712,0.73333333,256
713,0.73333333,264
714,0.73333333,272
715,0.73333333,280
716,0.73333333,288
717,0.73333333,296
718,0.73333333,304
719,0.73333333,312
720,0.73333333,320
721,0.73333333,328
722,0.73333333,336
723,0.73333333,344
724,0.73333333,352
725,0.73333333,360
726,0.73333333,368
727,0.73333333,376
728,0.73333333,384
729,0.73333333,392
730,0.73333333,400
731,0.73333333,408
732,0.73333333,416
733,0.73333333,424
734,0.73333333,432
735,0.73333333,440
736,0.73333333,448
737,0.73333333,456
738,0.73333333,464
739,0.73333333,472
740,0.73333333,480
741,0.73333333,488
742,0.73333333,496
743,0.73333333,504
744,0.73333333,512
745,0.73333333,520
746,0.73333333,528
747,0.73333333,536
748,0.73333333,544
749,0.73333333,552
750,0.73333333,560
751,0.73333333,568
752,0.73333333,576
753,0.73333333,584
754,0.73333333,592
755,0.73333333,600
756,0.73333333,608
757,0.73333333,616
758,0.73333333,624
759,0.73333333,632
760,0.73333333,640
761,0.73333333,648
762,0.73333333,656
763,0.73333333,664
764,0.73333333,672
765,0.73333333,680
766,0.73333333,688
767,0.73333333,696
768,0.73333333,704
769,0.73333333,712
770,0.73333333,720
771,0.73333333,728
772,0.73333333,736
773,0.73333333,744
774,0.73333333,752
775,0.73333333,760
776,0.73333333,768
777,0.73333333,776
778,0.73333333,784
779,0.73333333,792
780,0.73333333,800
781,0.73333333,808
782,0.73333333,816
783,0.73333333,824
784,0.73333333,832
785,0.73333333,840
786,0.73333333,848
787,0.73333333,856
788,0.73333333,864
789,0.73333333,872
790,0.73333333,880
791,0.73333333,888
792,0.73333333,896
793,0.73333333,904
794,0.73333333,912
795,0.73333333,920
796,0.73333333,928
797,0.73333333,936
798,0.73333333,944
799,0.73333333,952
800,0.73333333,960
801,0.73333333,968
802,0.73333333,976
803,0.73333333,984
804,0.73333333,992
805,0.73333333,1000
806,0.73333333,1008
807,0.73333333,1016
808,0.73333333,1024
809,0.73333333,1032
810,0.73333333,1040
811,0.73333333,1048
812,0.73333333,1056
813,0.73333333,1064
814,0.73333333,1072
815,0.73333333,1080
816,0.73333333,1088
817,0.73333333,1096
818,0.73333333,1104
819,0.73333333,1112
820,0.73333333,1120
821,0.73333333,1128
822,0.73333333,1136
823,0.73333333,1144
824,0.73333333,1152
825,0.73333333,1160
826,0.73333333,1168
827,0.73333333,1176
828,0.73333333,1184
829,0.73333333,1192
830,0.73333333,1200
831,0.73333333,1208
832,0.73333333,1216
833,0.73333333,1224
834,0.73333333,1232
835,0.73333333,1240
836,0.73333333,1248
837,0.73333333,1256
838,0.73333333,1264
839,0.73333333,1272
840,0.73333333,1280
841,0.73333333,1288
842,0.73333333,1296
843,0.73333333,1304
844,0.73333333,1312
845,0.73333333,1320
846,0.73333333,1328
847,0.73333333,1336
848,0.73333333,1344
849,0.73333333,1352
850,0.73333333,1360
851,0.73333333,1368
852,0.73333333,1376
853,0.73333333,1384
854,0.73333333,1392
855,0.73333333,1400
856,0.73333333,1408
857,0.73333333,1416
858,0.73333333,1424
859,0.73333333,1432
860,0.73333333,1440
861,0.73333333,1448
862,0.73333333,1456
863,0.73333333,1464
864,0.73333333,1472
865,0.73333333,1480
866,0.73333333,1488
867,0.73333333,1496
868,0.73333333,1504
869,0.73333333,1512
870,0.73333333,1520
871,0.73333333,1528
872,0.73333333,1536
873,0.73333333,1544
874,0.73333333,1552
875,0.73333333,1560
876,0.73333333,1568
877,0.73333333,1576
878,0.73333333,1584
879,0.73333333,1592
880,0.73333333,1600
881,0.73333333,1608
882,0.73333333,1616
883,0.73333333,1624
884,0.73333333,1632
885,0.73333333,1640
886,0.73333333,1648
887,0.73333333,1656
888,0.73333333,1664
889,0.73333333,1672
890,0.73333333,1680
891,0.73333333,1688
892,0.73333333,1696
893,0.73333333,1704
894,0.73333333,1712
895,0.73333333,1720
896,0.73333333,1728
897,0.73333333,1736
